code,country,year,subject,level,sourcetest,n_res,hlo,hlo_se,hlo_m,hlo_m_se,hlo_f,hlo_f_se,region,incomegroup
RUS,Russian Federation,2007,science,sec,TIMSS,1,529.57019,3.8834281,532.85889,4.1981206,526.51398,4.2529764,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2009,math,sec,PISA,1,489.89453,3.6066735,490.91022,3.6501603,488.89664,3.6863258,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2009,reading,sec,PISA,1,459.39594,3.336096,436.87549,3.6493304,481.52237,3.4484212,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2009,science,sec,PISA,1,501.17569,3.0560684,499.83295,3.2492914,502.49496,3.219877,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2011,math,pri,TIMSS,1,542.09729,3.7198248,541.51428,4.1188369,542.70874,3.6628721,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2011,math,sec,TIMSS,1,538.97638,3.5624254,539.31934,3.8901737,538.61719,3.7870734,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2011,reading,pri,PIRLS,1,568.41852,2.7435458,559.46185,3.0916047,577.78149,2.753835,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2011,science,pri,TIMSS,1,552.34546,3.4560745,551.77979,3.785213,552.93866,3.5159287,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2011,science,sec,TIMSS,1,542.45941,3.2473507,545.74377,3.4923034,539.01947,3.6160657,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2012,math,sec,PISA,1,503.16284,3.3020399,502.44638,3.2847457,503.87903,3.3911676,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2012,reading,sec,PISA,1,475.14938,2.9741614,455.14664,3.5271182,495.14386,3.1536036,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2012,science,sec,PISA,1,508.10172,2.8225322,505.70877,2.7766893,510.49362,2.6800818,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2015,math,pri,TIMSS,1,563.92212,3.4861822,563.61182,3.7047715,564.24347,3.7162628,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2015,math,sec,TIMSS,1,537.99622,4.5617986,542.56958,4.5282702,533.17535,5.0536079,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2015,reading,sec,PISA,1,494.62784,3.0817425,481.37436,3.3679285,507.48331,3.5248759,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2015,science,pri,TIMSS,1,567.19574,3.2795818,567.18652,3.8336914,567.20532,3.1948957,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2015,science,sec,TIMSS,1,544.11578,4.2610645,546.258,4.2746077,541.85767,4.7707787,Europe & Central Asia,Upper middle income
RUS,Russian Federation,2016,reading,pri,PIRLS,1,580.77246,2.1838923,573.63556,2.6267443,588.15247,2.1424685,Europe & Central Asia,Upper middle income
RWA,Rwanda,2015,reading,pri,EGRA,1,320.43912,4.6712918,314.3537,4.7866497,326.46411,4.8071971,Sub-Saharan Africa,Low income
RWA,Rwanda,2016,reading,pri,EGRA,1,341.73981,5.1904597,332.0199,5.3305726,351.92575,5.1886058,Sub-Saharan Africa,Low income
SAU,Saudi Arabia,2003,math,sec,TIMSS,1,331.68204,4.5736408,336.11789,5.4541907,325.8457,7.905242,Middle East & North Africa,High income
SAU,Saudi Arabia,2003,science,sec,TIMSS,1,397.74112,3.9853904,390.7644,5.3568535,406.92053,6.2417469,Middle East & North Africa,High income
SAU,Saudi Arabia,2007,math,sec,TIMSS,1,329.33719,2.851572,318.52533,3.9808996,341.09161,3.5925939,Middle East & North Africa,High income
SAU,Saudi Arabia,2007,science,sec,TIMSS,1,403.24515,2.4481456,382.63297,3.8980868,425.65433,2.8525345,Middle East & North Africa,High income
SAU,Saudi Arabia,2011,math,pri,TIMSS,1,410.20953,5.2675238,402.06015,10.005861,417.82037,4.5615888,Middle East & North Africa,High income
SAU,Saudi Arabia,2011,math,sec,TIMSS,1,393.82349,4.6254916,386.64572,7.9924016,401.47641,4.0718617,Middle East & North Africa,High income
SAU,Saudi Arabia,2011,reading,pri,PIRLS,1,429.85013,4.373693,402.06369,8.2055998,455.80023,3.0947526,Middle East & North Africa,High income
SAU,Saudi Arabia,2011,science,pri,TIMSS,1,429.38681,5.3651166,404.59116,9.9150209,452.54382,4.6566601,Middle East & North Africa,High income
SAU,Saudi Arabia,2011,science,sec,TIMSS,1,436.35223,3.8512182,423.81403,6.437499,449.72043,3.5342841,Middle East & North Africa,High income
SAU,Saudi Arabia,2015,math,pri,TIMSS,1,383.48907,3.996022,362.50833,6.4657116,405.41559,4.2487416,Middle East & North Africa,High income
SAU,Saudi Arabia,2015,math,sec,TIMSS,1,367.71674,4.5356793,360.38425,6.8257084,374.7265,5.2804618,Middle East & North Africa,High income
SAU,Saudi Arabia,2015,science,pri,TIMSS,1,390.3291,4.7981291,351.53137,7.5111675,430.87567,5.1173801,Middle East & North Africa,High income
SAU,Saudi Arabia,2015,science,sec,TIMSS,1,396.4198,4.5620961,368.3486,8.1253071,423.2554,4.9959168,Middle East & North Africa,High income
SAU,Saudi Arabia,2016,reading,pri,PIRLS,1,430.29953,4.1167617,398.7876,5.8201766,464.18228,5.2975016,Middle East & North Africa,High income
SCG,Serbia and Montenegro,2003,math,sec,TIMSS,1,476.63657,2.5950513,473.36658,2.949369,480.09335,2.9336996,Europe & Central Asia,Upper middle income
SCG,Serbia and Montenegro,2003,reading,sec,PISA,1,411.73743,3.5607004,389.9332,3.6587603,433.04892,3.9107456,Europe & Central Asia,Upper middle income
SCG,Serbia and Montenegro,2003,science,sec,TIMSS,1,467.68604,2.4667239,470.70959,2.5727816,464.55673,2.9248867,Europe & Central Asia,Upper middle income
SDN,Sudan,2015,reading,pri,EGRA,1,373.04239,3.408006,360.91632,3.4147446,387.18576,3.3305404,Sub-Saharan Africa,Lower middle income
SEN,Senegal,2006,reading,pri,PASEC,1,351.12286,8.9169455,355.77448,8.8487492,345.90598,8.7376614,Sub-Saharan Africa,Low income
SEN,Senegal,2009,reading,pri,EGRA,1,298.06616,3.647594,300.91379,3.5323632,295.70102,3.6901937,Sub-Saharan Africa,Low income
SEN,Senegal,2014,reading,pri,PASEC,1,548.35138,10.1933,550.66119,9.9998102,546.28491,10.713718,Sub-Saharan Africa,Low income
SGP,Singapore,2001,reading,pri,PIRLS,1,527.948,5.1556315,516.1748,5.7007575,540.46387,5.2671509,East Asia & Pacific,High income
SGP,Singapore,2003,math,pri,TIMSS,1,594.42688,5.5965981,590.30371,6.1875381,598.72504,5.5481501,East Asia & Pacific,High income
SGP,Singapore,2003,math,sec,TIMSS,1,605.45032,3.5827992,600.51343,4.2599463,610.67371,3.3480556,East Asia & Pacific,High income
SGP,Singapore,2003,science,pri,TIMSS,1,565.14807,5.5476995,564.87512,6.4084077,565.43256,5.3952465,East Asia & Pacific,High income
SGP,Singapore,2003,science,sec,TIMSS,1,577.84924,4.2617812,579.18073,5.0275259,576.44049,3.9679546,East Asia & Pacific,High income
SGP,Singapore,2006,reading,pri,PIRLS,1,558.27283,2.8825648,550.19006,3.330265,566.97076,3.1201999,East Asia & Pacific,High income
SGP,Singapore,2007,math,pri,TIMSS,1,599.40613,3.7442725,596.362,4.065134,602.62457,3.8479481,East Asia & Pacific,High income
SGP,Singapore,2007,math,sec,TIMSS,1,592.78516,3.8136754,585.64264,4.6101503,600.29156,4.0607553,East Asia & Pacific,High income
SGP,Singapore,2007,science,pri,TIMSS,1,586.65448,4.0912871,586.71344,4.3763156,586.5921,4.3496943,East Asia & Pacific,High income
SGP,Singapore,2007,science,sec,TIMSS,1,567.25049,4.447679,563.40015,5.2097325,571.29706,4.6551785,East Asia & Pacific,High income
SGP,Singapore,2009,math,sec,PISA,1,576.95618,2.3636343,579.3302,2.4285398,574.50085,2.3804662,East Asia & Pacific,High income
SGP,Singapore,2009,reading,sec,PISA,1,525.89655,1.0559491,510.55539,1.6712021,541.76239,1.4709389,East Asia & Pacific,High income
SGP,Singapore,2009,science,sec,PISA,1,556.07635,1.5709678,555.599,1.5478891,556.57007,1.5082276,East Asia & Pacific,High income
SGP,Singapore,2011,math,pri,TIMSS,1,605.78601,3.2093291,603.74689,3.4772363,607.91559,3.5964081,East Asia & Pacific,High income
SGP,Singapore,2011,math,sec,TIMSS,1,610.98926,3.7749426,606.7923,4.5200949,615.31207,3.7042823,East Asia & Pacific,High income
SGP,Singapore,2011,reading,pri,PIRLS,1,567.28448,3.3320224,559.02563,3.6021328,575.97668,3.5046668,East Asia & Pacific,High income
SGP,Singapore,2011,science,pri,TIMSS,1,583.33893,3.446532,585.2337,3.7204871,581.36005,3.6819992,East Asia & Pacific,High income
SGP,Singapore,2011,science,sec,TIMSS,1,589.99414,4.3437548,590.71265,5.3287706,589.25409,4.2189784,East Asia & Pacific,High income
SGP,Singapore,2012,math,sec,PISA,1,587.53735,2.2412937,586.05444,2.2536731,589.08368,2.2663045,East Asia & Pacific,High income
SGP,Singapore,2012,reading,sec,PISA,1,542.21582,1.3695149,526.50745,1.9098667,558.59595,1.8636633,East Asia & Pacific,High income
SGP,Singapore,2012,science,sec,PISA,1,564.56079,1.6784133,564.30151,1.6107984,564.83112,1.5978664,East Asia & Pacific,High income
SGP,Singapore,2015,math,pri,TIMSS,1,617.67139,3.7687941,615.93719,4.2612009,619.52118,3.8186929,East Asia & Pacific,High income
SGP,Singapore,2015,math,sec,TIMSS,1,620.95599,3.1535983,616.44244,3.7622621,625.74695,3.3827317,East Asia & Pacific,High income
SGP,Singapore,2015,reading,sec,PISA,1,535.10016,1.6349666,525.31525,1.8678715,545.55847,2.3077061,East Asia & Pacific,High income
SGP,Singapore,2015,science,pri,TIMSS,1,590.47791,3.6412351,590.34015,4.1138325,590.62488,3.6636157,East Asia & Pacific,High income
SGP,Singapore,2015,science,sec,TIMSS,1,596.64441,3.1747766,597.22668,3.9858181,596.02637,3.3079412,East Asia & Pacific,High income
SGP,Singapore,2016,reading,pri,PIRLS,1,576.17841,3.1532004,567.60553,3.4783833,584.97705,3.427561,East Asia & Pacific,High income
SLB,Solomon Islands,2017,reading,pri,EGRA,1,347.7113,4.7776833,331.98123,4.8205681,363.5228,4.6993961,East Asia & Pacific,Lower middle income
SLE,Sierra Leone,2014,reading,pri,EGRA,1,280.42935,3.3647292,283.28693,3.2836854,277.61981,3.3903534,Sub-Saharan Africa,Low income
SLV,El Salvador,2006,math,pri,LLECE,1,351.35663,5.926157,356.75879,5.6997252,347.4339,5.7764368,Latin America & Caribbean,Lower middle income
SLV,El Salvador,2006,reading,pri,LLECE,1,444.638,4.2578702,444.70346,4.5466051,444.60211,4.5129037,Latin America & Caribbean,Lower middle income
SLV,El Salvador,2006,science,pri,LLECE,1,406.54706,4.2269654,410.87912,4.1950121,402.59531,4.2548981,Latin America & Caribbean,Lower middle income
SLV,El Salvador,2007,math,pri,TIMSS,1,329.90561,4.1036229,334.37759,5.463449,325.23569,4.5664201,Latin America & Caribbean,Lower middle income
SLV,El Salvador,2007,math,sec,TIMSS,1,340.44095,2.7564294,351.24365,3.6310859,330.64154,3.7556801,Latin America & Caribbean,Lower middle income
SLV,El Salvador,2007,science,pri,TIMSS,1,389.58295,3.368412,395.80801,4.5939875,383.08234,4.5075374,Latin America & Caribbean,Lower middle income
SLV,El Salvador,2007,science,sec,TIMSS,1,387.27414,2.9255662,398.62515,4.0547757,376.97736,3.7369919,Latin America & Caribbean,Lower middle income
SRB,Serbia,2006,math,sec,PISA,1,459.91779,3.8641784,462.39212,3.7661765,457.36563,3.7880428,Europe & Central Asia,Upper middle income
SRB,Serbia,2006,reading,sec,PISA,1,401.0275,3.4627254,380.54279,3.3784297,422.15622,4.152092,Europe & Central Asia,Upper middle income
SRB,Serbia,2006,science,sec,PISA,1,464.23251,2.8813424,461.93436,2.8918064,466.60291,2.9803653,Europe & Central Asia,Upper middle income
SRB,Serbia,2007,math,sec,TIMSS,1,485.76749,3.3163569,482.64804,4.0480294,488.97998,3.6184325,Europe & Central Asia,Upper middle income
SRB,Serbia,2007,science,sec,TIMSS,1,470.30688,3.1511052,468.63718,3.7899344,472.02646,3.6827769,Europe & Central Asia,Upper middle income
SRB,Serbia,2009,math,sec,PISA,1,466.39294,3.2940297,471.68362,3.3158081,461.05322,3.3163912,Europe & Central Asia,Upper middle income
SRB,Serbia,2009,reading,sec,PISA,1,442.01669,2.433249,422.37903,3.2624459,461.83646,2.4934914,Europe & Central Asia,Upper middle income
SRB,Serbia,2009,science,sec,PISA,1,470.42368,2.3228626,469.89487,2.4004769,470.95743,2.2860098,Europe & Central Asia,Upper middle income
SRB,Serbia,2011,math,pri,TIMSS,1,515.93591,2.9940014,518.8855,3.5220876,512.74078,3.7612998,Europe & Central Asia,Upper middle income
SRB,Serbia,2011,science,pri,TIMSS,1,515.50763,3.0866935,516.78345,3.6770585,514.12561,3.638577,Europe & Central Asia,Upper middle income
SRB,Serbia,2012,math,sec,PISA,1,472.37894,3.6159642,476.62784,3.581861,468.16916,3.6721795,Europe & Central Asia,Upper middle income
SRB,Serbia,2012,reading,sec,PISA,1,446.13019,3.4388041,422.93594,3.9171486,469.1109,3.7830157,Europe & Central Asia,Upper middle income
SRB,Serbia,2012,science,sec,PISA,1,472.17148,3.2417302,470.38065,3.1121385,473.94586,3.1346891,Europe & Central Asia,Upper middle income
SRB,Serbia,2015,math,pri,TIMSS,1,517.99841,3.6035411,516.51691,4.77033,519.57458,3.6570184,Europe & Central Asia,Upper middle income
SRB,Serbia,2015,science,pri,TIMSS,1,524.50903,3.8507481,523.10516,5.3876925,526.00256,3.5151811,Europe & Central Asia,Upper middle income
SSD,South Sudan,2016,reading,pri,EGRA,0,306.03708,,,,,,Sub-Saharan Africa,Low income
SSD,South Sudan,2017,reading,pri,EGRA,0,309.0618,,,,,,Sub-Saharan Africa,Low income
SVK,Slovakia,2001,reading,pri,PIRLS,1,518.08734,2.8456895,510.00537,3.3424771,526.44623,2.9970257,Europe & Central Asia,High income
SVK,Slovakia,2003,math,sec,TIMSS,1,507.74011,3.3083651,507.83878,4.0389333,507.6312,3.3928721,Europe & Central Asia,High income
SVK,Slovakia,2003,reading,sec,PISA,1,469.15903,3.1223531,453.27863,3.8183615,485.82025,3.3232217,Europe & Central Asia,High income
SVK,Slovakia,2003,science,sec,TIMSS,1,516.78491,3.214529,525.11713,3.3668351,507.58734,3.7984037,Europe & Central Asia,High income
SVK,Slovakia,2006,math,sec,PISA,1,512.34601,3.295928,518.78766,3.1817307,505.5343,3.2762432,Europe & Central Asia,High income
SVK,Slovakia,2006,reading,pri,PIRLS,1,530.81464,2.7545471,525.32135,3.285804,536.56537,2.6740339,Europe & Central Asia,High income
SVK,Slovakia,2006,reading,sec,PISA,1,466.34976,3.0555665,446.10492,4.196733,487.75784,3.8457716,Europe & Central Asia,High income
SVK,Slovakia,2006,science,sec,PISA,1,509.95306,2.5993183,512.57593,2.46417,507.1795,2.5319004,Europe & Central Asia,High income
SVK,Slovakia,2007,math,pri,TIMSS,1,495.97479,4.4679008,499.07553,4.681284,492.72662,4.6340342,Europe & Central Asia,High income
SVK,Slovakia,2007,science,pri,TIMSS,1,525.69141,4.7645206,529.75763,4.790297,521.43182,5.1639266,Europe & Central Asia,High income
SVK,Slovakia,2009,math,sec,PISA,1,516.57605,3.3689551,517.78778,3.2724447,515.3858,3.5280483,Europe & Central Asia,High income
SVK,Slovakia,2009,reading,sec,PISA,1,477.44336,2.5435488,451.55368,3.5233421,502.87442,2.7558801,Europe & Central Asia,High income
SVK,Slovakia,2009,science,sec,PISA,1,511.53998,2.8589282,511.29132,2.7668183,511.78421,2.9147584,Europe & Central Asia,High income
SVK,Slovakia,2011,math,pri,TIMSS,1,506.76913,3.7517517,510.77808,3.9073627,502.65369,4.0335717,Europe & Central Asia,High income
SVK,Slovakia,2011,reading,pri,PIRLS,1,535.08459,2.7520323,530.08453,2.7632287,540.25433,3.1426198,Europe & Central Asia,High income
SVK,Slovakia,2011,science,pri,TIMSS,1,531.80463,3.7800481,535.862,3.6462686,527.63947,4.3454494,Europe & Central Asia,High income
SVK,Slovakia,2012,math,sec,PISA,1,502.67798,3.6187406,506.82629,3.7772043,498.11902,3.888097,Europe & Central Asia,High income
SVK,Slovakia,2012,reading,sec,PISA,1,462.76703,4.1710277,444.08069,4.5628052,483.3031,5.0952945,Europe & Central Asia,High income
SVK,Slovakia,2012,science,sec,PISA,1,495.02356,3.4014032,498.02411,3.2637086,491.72601,3.3813558,Europe & Central Asia,High income
SVK,Slovakia,2015,math,pri,TIMSS,1,498.24725,2.4347351,503.61948,2.5279472,492.53909,2.9957845,Europe & Central Asia,High income
SVK,Slovakia,2015,math,sec,PISA,1,496.74985,3.1473761,499.3233,3.234673,494.01498,3.1507418,Europe & Central Asia,High income
SVK,Slovakia,2015,reading,sec,PISA,1,452.51434,2.8281977,435.24881,3.2646933,470.86273,3.5074682,Europe & Central Asia,High income
SVK,Slovakia,2015,science,pri,TIMSS,1,520.49481,2.5967343,524.4353,2.682199,516.30792,3.0905006,Europe & Central Asia,High income
SVK,Slovakia,2015,science,sec,PISA,1,486.00162,2.5571504,485.64276,2.479315,486.38303,2.5708563,Europe & Central Asia,High income
SVK,Slovakia,2016,reading,pri,PIRLS,1,534.79108,3.0673676,530.3114,3.0737228,539.45642,3.6236947,Europe & Central Asia,High income
SVN,Slovenia,2003,math,pri,TIMSS,1,478.79504,2.6185939,481.4277,3.5029163,476.63113,2.9673011,Europe & Central Asia,High income
SVN,Slovenia,2003,math,sec,TIMSS,1,492.95557,2.1927931,491.34967,2.5981085,494.53909,2.6071043,Europe & Central Asia,High income
SVN,Slovenia,2003,science,pri,TIMSS,1,490.36475,2.5295651,490.44043,3.238955,491.18848,2.9647379,Europe & Central Asia,High income
SVN,Slovenia,2003,science,sec,TIMSS,1,520.49786,1.7861024,523.78931,2.2703109,517.25214,2.3784528,Europe & Central Asia,High income
SVN,Slovenia,2006,math,sec,PISA,1,523.75909,2.1340897,525.98413,2.1602466,521.55188,2.1775777,Europe & Central Asia,High income
SVN,Slovenia,2006,reading,pri,PIRLS,1,521.53137,2.0874507,512.25879,2.7220275,531.57513,2.08094,Europe & Central Asia,High income
SVN,Slovenia,2006,reading,sec,PISA,1,494.40903,.98661739,467.49814,1.9106125,521.10529,1.3561082,Europe & Central Asia,High income
SVN,Slovenia,2006,science,sec,PISA,1,536.26306,1.3957059,532.87518,1.3917382,539.6239,1.3829149,Europe & Central Asia,High income
SVN,Slovenia,2007,math,pri,TIMSS,1,501.84265,1.8109102,504.39749,2.0993478,499.22455,2.3826249,Europe & Central Asia,High income
SVN,Slovenia,2007,math,sec,TIMSS,1,501.47571,2.1101837,502.68661,2.5929236,500.27835,2.718636,Europe & Central Asia,High income
SVN,Slovenia,2007,science,pri,TIMSS,1,518.39252,1.9356117,518.38928,2.3965752,518.39587,2.3940511,Europe & Central Asia,High income
SVN,Slovenia,2007,science,sec,TIMSS,1,537.54431,2.2126105,538.67035,2.7323017,536.43085,2.6132319,Europe & Central Asia,High income
SVN,Slovenia,2009,math,sec,PISA,1,521.00183,2.2842128,521.60089,2.16693,520.3786,2.2863314,Europe & Central Asia,High income
SVN,Slovenia,2009,reading,sec,PISA,1,483.08203,1.0320202,456.21872,1.564046,511.02991,1.4055175,Europe & Central Asia,High income
SVN,Slovenia,2009,science,sec,PISA,1,530.15265,1.3758286,524.26959,1.3967879,536.27325,1.4028981,Europe & Central Asia,High income
SVN,Slovenia,2011,math,pri,TIMSS,1,513.02563,2.1974261,517.74078,3.1464767,507.85165,2.1771994,Europe & Central Asia,High income
SVN,Slovenia,2011,math,sec,TIMSS,1,504.78113,2.1742232,507.03122,2.7676699,502.42703,2.4063008,Europe & Central Asia,High income
SVN,Slovenia,2011,reading,pri,PIRLS,1,530.32025,1.9507941,522.8031,2.6904485,538.58948,2.1652369,Europe & Central Asia,High income
SVN,Slovenia,2011,science,pri,TIMSS,1,520.28015,2.7103362,522.91815,3.4397106,517.38538,2.821763,Europe & Central Asia,High income
SVN,Slovenia,2011,science,sec,TIMSS,1,542.82184,2.7267213,544.84808,3.4118891,540.70197,2.9785187,Europe & Central Asia,High income
SVN,Slovenia,2012,math,sec,PISA,1,520.68304,2.3238437,522.18054,2.2107036,519.07489,2.1594849,Europe & Central Asia,High income
SVN,Slovenia,2012,reading,sec,PISA,1,481.31628,1.2182047,454.46552,1.7228508,510.14954,1.8126389,Europe & Central Asia,High income
SVN,Slovenia,2012,science,sec,PISA,1,532.21637,1.5247054,528.5271,1.4900597,536.17804,1.495414,Europe & Central Asia,High income
SVN,Slovenia,2015,math,pri,TIMSS,1,519.87494,1.9018708,521.97339,2.496825,517.67017,2.1186314,Europe & Central Asia,High income
SVN,Slovenia,2015,math,sec,TIMSS,1,516.34106,2.0324786,517.513,2.4395001,515.09174,2.2630353,Europe & Central Asia,High income
SVN,Slovenia,2015,reading,sec,PISA,1,505.21588,1.4729023,484.30984,2.2933016,527.55389,2.1384532,Europe & Central Asia,High income
SVN,Slovenia,2015,science,pri,TIMSS,1,542.57312,2.3335807,545.81396,3.0310647,539.16821,2.2766664,Europe & Central Asia,High income
SVN,Slovenia,2015,science,sec,TIMSS,1,551.11157,2.3592474,549.10315,2.7728314,553.25275,2.7076974,Europe & Central Asia,High income
SVN,Slovenia,2016,reading,pri,PIRLS,1,542.46613,2.0145004,533.23297,2.5473599,551.85406,2.4268136,Europe & Central Asia,High income
SWE,Sweden,2000,math,sec,PISA,1,528.67352,2.9769626,532.71411,2.8860192,525.7926,2.9116035,Europe & Central Asia,High income
SWE,Sweden,2000,reading,sec,PISA,1,516.33118,2.2036705,498.63013,2.5633547,535.59357,2.4807956,Europe & Central Asia,High income
SWE,Sweden,2000,science,sec,PISA,1,530.47211,2.4384437,530.53168,2.4819155,530.83661,2.4424849,Europe & Central Asia,High income
SWE,Sweden,2001,reading,pri,PIRLS,1,561.0141,2.218195,550.30945,2.5278997,572.27045,2.6151757,Europe & Central Asia,High income
SWE,Sweden,2003,math,sec,TIMSS,1,499.05844,2.6224864,499.42932,2.6871765,498.71777,2.9845629,Europe & Central Asia,High income
SWE,Sweden,2003,reading,sec,PISA,1,514.2674,2.4209459,495.91309,2.8144386,532.65924,2.8926105,Europe & Central Asia,High income
SWE,Sweden,2003,science,sec,TIMSS,1,524.258,2.687974,528.07025,2.7031789,520.55194,3.2262871,Europe & Central Asia,High income
SWE,Sweden,2006,math,sec,PISA,1,521.81879,2.9709091,524.13098,2.9920022,519.3866,2.9646213,Europe & Central Asia,High income
SWE,Sweden,2006,reading,pri,PIRLS,1,549.28241,2.2804279,540.79047,2.5563056,558.55402,2.5966291,Europe & Central Asia,High income
SWE,Sweden,2006,reading,sec,PISA,1,507.31287,3.4356575,487.59045,3.9536214,528.05884,3.4957023,Europe & Central Asia,High income
SWE,Sweden,2006,science,sec,PISA,1,522.85651,2.2790053,523.39478,2.3836803,522.29028,2.3839831,Europe & Central Asia,High income
SWE,Sweden,2007,math,pri,TIMSS,1,502.57397,2.5266352,505.72232,3.1030724,499.43842,2.4297228,Europe & Central Asia,High income
SWE,Sweden,2007,math,sec,TIMSS,1,491.30014,2.2595241,489.58051,2.5447652,493.1907,2.6077719,Europe & Central Asia,High income
SWE,Sweden,2007,science,pri,TIMSS,1,524.81018,2.8761153,523.90155,3.6644456,525.71515,2.7030487,Europe & Central Asia,High income
SWE,Sweden,2007,science,sec,TIMSS,1,510.69043,2.5565941,509.52817,2.8397264,511.9682,3.0073636,Europe & Central Asia,High income
SWE,Sweden,2009,math,sec,PISA,1,514.31628,3.2716858,513.51904,3.2147682,515.13885,3.2640445,Europe & Central Asia,High income
SWE,Sweden,2009,reading,sec,PISA,1,497.44943,2.8796523,475.0513,3.1887302,520.55939,3.1280596,Europe & Central Asia,High income
SWE,Sweden,2009,science,sec,PISA,1,515.7312,2.5623119,514.18182,2.6321521,517.32983,2.6011086,Europe & Central Asia,High income
SWE,Sweden,2011,math,pri,TIMSS,1,503.93781,2.0282123,506.35184,2.3746648,501.40485,2.5313008,Europe & Central Asia,High income
SWE,Sweden,2011,math,sec,TIMSS,1,484.3085,1.9123528,482.44968,2.377512,486.37152,2.1069863,Europe & Central Asia,High income
SWE,Sweden,2011,reading,pri,PIRLS,1,541.67487,2.0539541,534.7348,2.4591315,548.9491,2.4037502,Europe & Central Asia,High income
SWE,Sweden,2011,science,pri,TIMSS,1,533.48126,2.6942141,535.27539,3.2208405,531.59967,2.9631438,Europe & Central Asia,High income
SWE,Sweden,2011,science,sec,TIMSS,1,509.49896,2.5227451,508.1124,3.1387143,511.07504,2.7149951,Europe & Central Asia,High income
SWE,Sweden,2012,math,sec,PISA,1,499.55054,2.8584976,498.30835,2.840616,500.81509,2.8498986,Europe & Central Asia,High income
SWE,Sweden,2012,reading,sec,PISA,1,483.33499,3.0026941,457.99112,4.0399613,509.13495,2.827492,Europe & Central Asia,High income
SWE,Sweden,2012,science,sec,PISA,1,506.80576,2.8194354,503.64664,2.8798289,510.02176,2.8547843,Europe & Central Asia,High income
SWE,Sweden,2015,math,pri,TIMSS,1,518.64667,2.760664,518.27899,3.0932343,519.11047,3.1487448,Europe & Central Asia,High income
SWE,Sweden,2015,math,sec,TIMSS,1,500.72177,2.7431309,504.18469,3.0883863,497.38947,3.190284,Europe & Central Asia,High income
SWE,Sweden,2015,reading,sec,PISA,1,500.15561,3.4834003,480.71829,4.0596375,519.94983,3.4800262,Europe & Central Asia,High income
SWE,Sweden,2015,science,pri,TIMSS,1,540.19354,3.5067642,536.35785,3.2985353,544.28046,4.0951262,Europe & Central Asia,High income
SWE,Sweden,2015,science,sec,TIMSS,1,522.26892,3.5427501,522.24304,3.522311,522.89648,4.3164663,Europe & Central Asia,High income
SWE,Sweden,2016,reading,pri,PIRLS,1,555.16016,2.3567894,547.64667,2.6131606,563.07239,2.6547425,Europe & Central Asia,High income
SWZ,Swaziland,2000,math,pri,SACMEQ,1,414.74051,5.6407433,412.21036,5.7600312,417.44095,5.3768387,Sub-Saharan Africa,Lower middle income
SWZ,Swaziland,2000,reading,pri,SACMEQ,1,378.17862,7.0035567,382.74643,7.3866563,373.30118,7.3637609,Sub-Saharan Africa,Lower middle income
SWZ,Swaziland,2007,math,pri,SACMEQ,1,441.99866,5.5937262,436.7717,5.6095715,447.23657,5.2412014,Sub-Saharan Africa,Lower middle income
SWZ,Swaziland,2007,reading,pri,SACMEQ,1,399.01505,7.2322073,403.45609,7.231246,394.56461,7.1869102,Sub-Saharan Africa,Lower middle income
SWZ,Swaziland,2013,math,pri,SACMEQ,1,483.22635,6.375309,,,,,Sub-Saharan Africa,Lower middle income
SWZ,Swaziland,2013,reading,pri,SACMEQ,1,420.81287,8.1404486,,,,,Sub-Saharan Africa,Lower middle income
SYC,Seychelles,2000,math,pri,SACMEQ,1,457.3974,6.4010634,478.36984,6.7606559,436.31909,6.5988169,Sub-Saharan Africa,High income
SYC,Seychelles,2000,reading,pri,SACMEQ,1,433.67682,8.4310551,467.44174,8.518981,399.7428,8.2867994,Sub-Saharan Africa,High income
SYC,Seychelles,2007,math,pri,SACMEQ,1,453.00162,5.7630672,471.03732,5.774786,435.67932,6.2050118,Sub-Saharan Africa,High income
SYC,Seychelles,2007,reading,pri,SACMEQ,1,426.07407,7.5467482,459.80295,7.4316502,393.72144,7.5547533,Sub-Saharan Africa,High income
SYC,Seychelles,2013,math,pri,SACMEQ,1,507.33972,10.543607,,,,,Sub-Saharan Africa,High income
SYC,Seychelles,2013,reading,pri,SACMEQ,1,461.64261,13.890817,,,,,Sub-Saharan Africa,High income
SYR,Syrian Arab Republic (Syria),2003,math,sec,TIMSS,1,357.57919,3.7328134,355.4097,6.0607028,351.77835,3.6238568,Middle East & North Africa,Low income
